pincode,district_lgd_code,lat,lng
625014,578,9.999600,78.137689
625015,578,9.948500,78.161600
625016,578,9.923400,78.089800
625017,578,9.951020,78.164540
625018,578,9.977200,78.093400
625019,578,9.918000,78.046550
625020,578,9.890509,78.202018
625021,578,9.926600,78.009600
625022,578,9.846700,78.130492
625023,578,9.875100,78.148800
625101,578,10.138833,78.309578
625102,578,10.082620,78.441320
625103,578,9.991645,78.202055
625104,578,9.939350,78.052825
625105,578,10.121233,78.307500
625106,578,10.018800,78.334682
625107,578,9.927200,78.238900
625108,578,10.071525,78.391500
625109,578,10.008588,78.368212
625110,578,9.954900,78.315500
625122,578,9.921000,78.006300
625201,578,9.877125,78.191500
625203,588,9.890200,77.439400
625205,578,9.921000,78.006300
625207,578,9.921000,78.006300
625214,578,10.021600,77.960900
625218,578,10.027980,78.143900
625221,578,9.921000,78.006300
625234,578,9.994029,78.136157
625301,578,10.032900,78.222400
625402,578,9.955383,78.030717
625501,578,9.982255,78.104400
625503,578,10.111214,78.117414
625512,588,10.041500,77.524400
625513,588,9.890200,77.439400
625514,578,9.927727,78.019018
625515,588,9.857191,77.377900
625516,588,9.736500,77.284700
625517,588,9.963000,77.570400
625518,588,9.678300,77.249500
625519,588,9.890200,77.439400
625520,588,9.891400,77.458480
625521,588,9.883000,77.404300
625522,588,9.847500,77.296000
625523,588,9.811200,77.412300
625524,588,9.865800,77.295225
625525,588,9.883000,77.404300
625526,588,9.788500,77.344300
625527,578,9.906745,77.970900
625528,588,9.947967,77.369933
625529,578,9.921000,78.006300
625530,588,9.910614,77.321457
625531,588,10.015870,77.482430
625532,578,9.939042,78.036483
625533,588,9.807000,77.327200
625534,588,9.926733,77.468978
625535,578,9.833700,77.678691
625536,588,10.006900,77.645100
625537,578,10.023300,78.328575
625540,588,9.828575,77.435175
625556,588,9.890200,77.439400
625562,588,9.919450,77.473600
625579,588,9.890200,77.439400
625582,588,9.914982,77.420182
625601,588,9.890200,77.439400
625602,588,10.023086,77.467114
625603,588,9.901233,77.514733
625604,588,10.119700,77.608900
625605,588,9.945000,77.434950
625701,578,9.871700,78.030250
625702,578,9.892445,77.968655
625703,578,9.895756,77.794622
625704,578,9.921000,78.006300
625705,578,9.833670,77.833410
625706,578,9.911626,78.019670
625707,578,9.754400,77.970100
625708,578,9.754400,77.970100
626001,597,9.484100,77.942700
626002,597,9.484100,77.942700
626003,597,9.484100,77.942700
626004,597,9.482500,78.005300
626005,597,9.484100,77.942700
626101,597,9.528700,78.132100
626102,597,9.482500,78.005300
626103,597,9.484100,77.942700
626104,597,9.630700,78.097100
626105,597,9.501620,78.147380
626106,597,9.661388,78.159900
626107,597,9.528700,78.132100
626108,597,9.484100,77.942700
626109,597,9.528700,78.132100
626110,597,9.443000,77.838900
626111,597,9.411625,77.558625
626112,597,9.443000,77.838900
626113,597,9.443000,77.838900
626114,597,9.330300,78.291400
626115,597,9.740300,78.100700
626116,597,9.443000,77.838900
626117,597,9.443000,77.838900
626118,597,9.422400,78.219000
626119,597,9.373300,77.585300
626121,597,9.395767,77.470300
626122,597,9.393500,77.493500
626123,597,9.486700,77.877800
626124,597,9.513713,77.811450
626125,597,9.512700,77.633700
626126,597,9.486700,77.877800
626127,597,9.500950,77.942000
626128,597,9.486700,77.877800
626129,597,9.465740,78.140130
626130,597,9.472100,77.840900
626131,597,9.355217,77.746817
626132,597,9.636400,77.638800
626133,597,9.637833,77.600967
626134,597,9.413500,78.054600
626135,597,9.450500,77.788100
626136,597,9.348400,77.628400
626137,597,9.450500,77.788100
626138,597,9.537229,78.020557
626139,597,9.367933,77.573133
626140,733,9.539267,77.983967
626141,597,9.450800,77.635800
626142,597,9.473683,77.881200
626149,597,9.627217,77.703417
626161,597,9.466700,77.863800
626188,597,9.292700,77.765700
626189,597,9.356637,77.812650
626201,597,9.451750,77.833050
626202,597,9.432857,77.964671
626203,597,9.533300,77.955225
626204,597,9.484100,77.942700
626205,597,9.519817,78.083583
626607,597,9.658814,78.272986
626612,597,9.591800,78.349700
627001,592,8.798700,77.542000
627002,592,8.798700,77.542000
627003,592,8.798700,77.542000
627004,592,8.761150,77.602250
627005,592,8.700800,77.706600
627006,592,8.798700,77.542000
627007,592,8.798700,77.542000
627008,592,8.798700,77.542000
627009,592,8.798700,77.542000
627010,592,8.738117,77.587150
627011,592,8.687400,77.800800
627012,592,8.768100,77.626700
627101,592,8.700075,77.564600
627102,592,8.455300,77.586900
627103,592,8.454200,77.605867
627104,592,8.177200,77.743100
627105,592,8.385400,77.577800
627106,592,8.798700,77.542000
627107,592,8.430900,77.671400
627108,592,8.653236,77.600700
627109,592,8.798700,77.542000
627110,592,8.425525,77.738150
627111,592,8.323500,77.660014
627112,592,8.349000,77.679700
627113,592,8.403700,77.687100
627114,592,8.206800,77.601400
627115,592,8.436500,77.565700
627116,592,8.238300,77.641200
627117,592,8.616200,77.621588
627118,592,8.446700,77.830800
627119,592,8.403700,77.687100
627120,592,8.798700,77.542000
627127,592,8.148500,77.595200
627133,592,8.279200,77.603100
627151,592,8.599800,77.734800
627152,592,8.584487,77.678100
627201,592,8.869660,77.645570
627202,733,8.849033,77.539333
627351,592,8.758600,77.812600
627352,592,8.770400,77.705414
627353,592,8.738000,77.746000
627354,592,8.534020,77.747300
627355,592,8.436720,77.736020
627356,592,8.683650,77.693875
627357,592,8.780900,77.719000
627358,592,9.061700,77.697400
627359,592,8.821100,77.717900
627401,592,8.835900,77.598100
627412,733,8.997400,77.641000
627413,733,8.997400,77.641000
627414,592,8.642000,77.577825
627415,733,8.801800,77.517843
627416,592,8.697878,77.499078
627417,592,8.679400,77.553300
627418,733,8.997400,77.641000
627420,592,8.674700,77.543900
627421,592,8.680500,77.428500
627422,592,8.674700,77.543900
627423,733,8.863714,77.589914
627424,733,8.674700,77.543900
627425,592,8.476600,77.489600
627426,592,8.612133,77.522400
627427,592,8.674700,77.543900
627428,592,8.674700,77.543900
627451,592,8.674700,77.637900
627452,592,8.673600,77.611200
627453,592,8.672600,77.584500
627501,592,8.514214,77.560086
627502,592,8.565420,77.588180
627601,592,8.746875,77.527400
627602,733,8.772040,77.526980
627603,592,8.914400,77.674800
627604,592,8.700400,77.653500
627651,592,8.320200,77.938400
627652,592,8.395900,77.842275
627654,592,8.353133,77.755767
627657,592,8.487280,77.718280
627713,733,9.239700,77.726800
627719,733,9.080375,77.599925
627751,733,8.938460,77.443690
627753,733,8.916486,77.549379
627754,733,8.991200,77.493990
627755,733,8.838989,77.536722
627756,733,8.798700,77.542000
627757,733,9.193262,77.486950
627758,733,9.162700,77.558420
627759,733,8.798700,77.542000
627760,733,9.266700,77.443500
627761,733,9.029300,77.512275
627764,733,9.303700,77.447500
627802,733,8.930300,77.269500
627803,733,8.991400,77.294600
627804,733,9.315800,77.680300
627805,733,8.798700,77.542000
627806,733,9.315800,77.680300
627807,733,9.021400,77.250200
627808,733,8.865200,77.366600
627809,733,8.762900,77.549000
627811,733,8.798700,77.542000
627812,733,8.909267,77.592800
627813,733,8.881625,77.580100
627814,733,8.798700,77.542000
627818,733,8.798700,77.542000
627851,733,9.058433,77.623133
627852,733,9.003200,77.344900
627853,733,8.929800,77.619680
627854,733,9.052640,77.678620
627855,733,9.118080,77.519280
627856,733,9.033600,77.388000
627857,733,8.976414,77.804371
627858,733,9.087800,77.688100
627859,733,8.991800,77.436200
627860,733,8.798700,77.542000
627861,733,8.798700,77.542000
627862,733,8.798700,77.542000
627951,733,8.961900,77.635600
627953,733,8.961900,77.635600
628001,594,8.408300,78.059100
628002,594,8.748100,78.033300
628003,594,8.578200,78.046200
628004,594,8.578200,78.046200
628005,594,8.578200,78.046200
628006,594,8.578200,78.046200
628007,594,8.578200,78.046200
628008,594,8.578200,78.046200
628101,594,8.890800,78.004400
628102,594,8.721100,77.993500
628103,594,8.890800,78.004400
628104,594,8.890800,78.004400
628105,594,9.513900,78.308000
628151,594,8.859025,78.013275
628152,594,8.658200,78.073700
628201,594,8.552180,78.060120
628202,594,8.568980,78.098100
628203,594,8.429187,78.028588
628204,594,8.571400,78.119900
628205,594,8.494200,78.068600
628206,594,8.398800,78.052000
628207,594,8.587600,78.049700
628208,594,8.509800,78.064100
628209,594,8.377300,78.056300
628210,594,8.670013,78.065300
628211,594,8.578500,78.031700
628212,594,8.599900,78.069500
628213,594,8.478500,78.046500
628215,594,8.599900,78.069500
628216,594,8.599900,78.069500
628217,594,8.406200,77.973400
628218,594,8.537200,78.056800
628219,594,8.469200,78.038800
628229,594,8.563900,78.046900
628251,594,8.609800,78.000475
628252,594,8.706400,77.821700
628301,594,8.885983,78.001267
628302,594,8.900000,77.939200
628303,594,8.828083,77.863983
628304,594,8.925400,77.879933
628401,594,8.893583,78.007283
628402,594,9.027760,77.835460
628501,594,8.890800,78.004400
628502,594,8.871064,77.905314
628503,594,8.890800,78.004400
628552,733,8.926318,77.792473
628601,594,8.576800,77.876900
628612,594,8.595700,77.959000
628613,594,8.512113,77.879388
628614,594,8.545000,77.866400
628615,594,8.640500,77.851700
628616,594,8.545000,77.866400
628617,594,8.574225,77.910825
628618,594,8.545000,77.866400
628619,594,8.659900,77.865480
628620,594,8.641700,77.946800
628621,594,9.167500,77.738200
628622,594,8.575500,77.811100
628623,594,8.617700,77.995900
628653,594,8.420488,77.948000
628656,594,8.420500,77.948000
628701,594,8.611500,77.921767
628702,594,8.426886,77.947986
628703,594,8.454614,77.999314
628704,594,8.666160,77.939630
628712,594,9.048100,78.095083
628714,594,9.001380,77.857750
628716,594,8.940225,77.955550
628718,594,9.031960,77.916500
628720,594,8.924867,77.989850
628721,594,8.848014,78.010786
628722,594,8.929900,78.087200
628751,594,8.653000,77.997500
628752,594,8.641300,77.998500
628753,594,8.649100,77.997800
628801,594,8.632667,78.040400
628802,594,8.651100,78.051800
628809,594,8.789367,77.889700
628851,594,8.772050,77.948817
628901,594,9.090800,78.291275
628902,594,8.976467,78.020142
628903,594,9.023900,78.246700
628904,594,8.974125,78.038900
628905,594,9.322420,78.120710
628906,594,9.081500,78.363300
628907,594,9.181589,78.181111
628908,594,9.181333,78.090533
628952,594,9.326600,78.133600
629001,575,8.170992,77.498200
629002,575,8.163175,77.431900
629003,575,8.167100,77.465000
629004,575,8.167100,77.465000
629101,575,8.439300,77.331300
629102,575,8.439300,77.331300
629151,575,8.370725,77.232775
629152,575,8.306900,77.361400
629153,575,8.306900,77.361400
629154,575,8.306900,77.361400
629155,575,8.306900,77.361400
629156,575,8.306900,77.361400
629157,575,8.306900,77.361400
629158,575,8.306900,77.361400
629159,575,8.197200,77.235800
629160,575,8.309900,77.256800
629161,575,8.358082,77.303582
629162,575,8.309900,77.256800
629163,575,8.317900,77.191900
629164,575,8.292200,77.321500
629165,575,8.308100,77.221400
629166,575,8.309900,77.256800
629167,575,8.309900,77.256800
629168,575,8.309900,77.256800
629169,575,8.268300,77.251300
629170,575,8.340300,77.345200
629171,575,8.340300,77.345200
629172,575,8.340300,77.345200
629173,575,8.340300,77.345200
629174,575,8.340300,77.345200
629175,575,8.334000,77.408920
629176,575,8.340300,77.345200
629177,575,8.324700,77.272617
629178,575,8.340300,77.345200
629179,575,8.340300,77.345200
629180,575,8.221525,77.361075
629193,575,8.439300,77.331300
629201,575,8.125600,77.320300
629202,575,8.125600,77.320300
629203,575,8.125600,77.320300
629204,575,8.216250,77.340850
629251,575,8.179400,77.258200
629252,575,8.147800,77.305500
629301,575,8.176900,77.504700
629302,575,8.212300,77.474875
629401,575,8.153120,77.568300
629402,575,8.172100,77.503700
629403,575,8.149350,77.500650
629501,575,8.115000,77.410000
629502,575,8.217750,77.363600
629601,575,8.099100,77.434400
629602,575,8.099100,77.434400
629701,575,8.154600,77.493000
629702,575,8.141160,77.505180
629703,575,8.208100,77.450300
629704,575,8.173300,77.475212
629801,575,8.236967,77.351733
629802,575,8.202000,77.346900
629803,575,8.202000,77.346900
629804,575,8.202000,77.346900
629809,575,8.202050,77.346850
629810,575,8.206800,77.328100
629851,575,8.311310,77.426200
629852,575,8.311300,77.426200
629901,575,8.231000,77.433100
630001,585,10.058200,78.764500
630002,585,10.080100,78.778200
630003,585,9.915100,78.598700
630005,585,9.915100,78.598700
630101,585,10.140300,78.664800
630102,585,10.120000,78.793800
630103,585,10.172100,78.779400
630104,585,10.103700,78.825400
630105,585,10.185600,78.804400
630106,585,10.109600,78.795600
630107,585,10.146100,78.803100
630108,585,10.034363,78.808688
630201,585,9.982000,78.693400
630202,585,9.884933,78.724500
630203,585,10.206700,78.594400
630204,585,9.968850,78.693100
630205,585,9.982000,78.693400
630206,585,9.948550,78.646050
630207,585,10.078300,78.668800
630208,585,10.135600,78.723900
630210,585,10.086400,78.578300
630211,585,10.037214,78.584279
630212,585,10.160775,78.636600
630301,585,10.163900,78.587700
630302,585,10.163900,78.587700
630303,585,9.918733,78.617322
630305,585,9.990575,78.687287
630306,585,10.163900,78.587700
630307,585,10.061280,78.718920
630309,585,10.169680,78.493200
630311,585,9.917400,78.774600
630312,585,9.676800,78.784720
630313,585,9.998900,78.631700
630314,585,9.975200,78.825400
630321,585,10.093900,78.643900
630405,585,10.243417,78.588383
630408,585,9.832900,78.820500
630410,585,10.305513,78.492788
630411,585,9.815900,78.727000
630501,585,9.955167,78.580650
630502,585,10.216083,78.423783
630551,585,9.855500,78.500900
630552,585,9.855500,78.500900
630553,585,10.003520,78.505100
630554,585,9.744571,78.550129
630555,585,9.837800,78.550200
630556,585,9.896840,78.560780
630557,585,9.928525,78.527850
630558,585,9.953900,78.578950
630559,585,9.804200,78.377100
630561,585,9.915100,78.598700
630562,585,9.907790,78.535790
630566,585,10.045600,78.487800
630602,585,9.828200,78.286000
630606,585,9.828200,78.286000
630609,585,9.824518,78.322273
630610,585,9.902911,78.569744
630611,585,9.813383,78.258383
630612,585,9.915100,78.598700
630702,585,9.723880,78.656600
630709,585,9.709738,78.606488
630710,585,9.871871,78.608557
630713,585,9.702200,78.724483
631001,731,13.063300,79.645000
631002,731,13.039314,79.637086
631003,731,13.071854,79.596769
631004,731,13.094683,79.692033
631005,731,13.063300,79.645000
631006,731,13.063300,79.645000
631051,731,12.866633,79.229656
631052,731,12.932600,79.565588
631101,731,13.093900,79.578900
631102,731,13.036221,79.402171
631151,731,13.031500,79.752986
631152,731,13.031500,79.753000
631201,589,13.243100,79.940000
631202,589,13.183038,79.506725
631203,589,13.114610,79.860520
631204,589,13.228422,79.866000
631205,589,13.160709,79.536891
631206,589,13.227900,79.515600
631207,589,13.251058,79.898742
631208,589,13.274479,79.526879
631209,589,13.197085,79.605015
631210,589,13.131708,79.783769
631211,589,13.098900,79.723300
631212,589,13.098900,79.723300
631213,589,13.234567,79.712400
631301,589,13.169783,79.478500
631302,589,13.120700,79.362192
631303,589,13.142600,79.457700
631304,589,13.183800,79.442200
631402,574,12.829167,79.922750
631501,574,12.620700,79.651300
631502,574,12.730773,79.701780
631551,574,12.870880,79.639300
631552,574,12.913000,79.729420
631553,574,12.849000,79.846022
631561,574,12.846100,79.769471
631601,574,12.695200,79.947900
631603,574,12.724387,79.786513
631604,574,12.743583,79.848567
631605,574,12.744725,79.885288
631606,574,12.752500,79.857320
631701,593,12.480360,79.270860
631702,593,12.563486,79.398086
632001,595,12.777900,79.135300
632002,595,12.811278,79.051800
632004,595,12.777900,79.135300
632006,595,12.777900,79.135300
632007,595,12.914300,79.017700
632008,595,12.777900,79.135300
632009,595,12.848500,78.870500
632010,595,13.031800,79.258600
632011,595,13.031800,79.258600
632012,595,13.031800,79.258600
632013,595,13.031800,79.258600
632014,595,13.031800,79.258600
632055,595,12.812300,79.010400
632057,595,12.812300,79.010400
632058,595,12.812300,79.010400
632059,595,12.812300,79.010400
632101,595,12.825073,78.997473
632102,595,12.726664,79.032009
632103,595,12.574327,78.664673
632104,595,12.812300,79.010400
632105,595,12.686425,78.884563
632106,595,12.986213,79.031600
632107,595,12.776000,78.856400
632113,595,12.812300,79.010400
632114,595,12.812300,79.010400
632115,595,12.812300,79.010400
632201,595,12.935100,79.186500
632202,595,12.913927,79.191373
632203,595,12.935100,79.186500
632204,595,12.935100,79.186500
632209,595,12.964800,78.965914
632301,593,12.634900,79.311200
632311,593,12.690900,79.120300
632312,595,12.770625,79.078025
632313,593,12.540600,79.359617
632314,593,12.713700,79.225800
632315,593,12.654033,79.270256
632316,593,12.599443,79.287871
632317,593,12.575133,79.326822
632318,731,12.679000,79.397200
632319,595,12.687675,79.180075
632326,593,12.509275,79.411000
632401,731,12.934000,79.335000
632403,731,12.947400,79.317000
632404,731,12.945480,79.314520
632405,731,12.970700,79.311600
632406,731,12.947400,79.317000
632501,731,12.988910,79.411320
632502,731,13.011988,79.560012
632503,731,12.873613,79.351000
632504,731,12.761200,79.308700
632505,731,12.997188,79.414663
632506,731,12.797977,79.223600
632507,731,12.804457,79.113314
632508,731,12.932700,79.507389
632509,731,12.896517,79.271800
632510,731,13.087917,79.534717
632511,731,12.832880,79.334430
632512,731,12.705960,79.333120
632513,731,12.907590,79.376290
632514,731,13.053025,79.272125
632515,731,12.982500,79.266100
632516,731,13.071800,79.226400
632517,731,12.852933,79.092750
632518,731,12.792575,79.110075
632519,595,12.986500,79.250500
632520,731,13.027029,79.240300
632521,731,12.569050,78.917325
632531,731,12.780640,79.136440
632601,595,12.887270,78.807220
632602,595,12.841700,78.858200
632603,595,12.794800,79.316600
632604,595,12.844900,78.890900
635001,577,12.575800,78.251200
635002,577,12.575790,78.251190
635101,577,12.462380,78.208620
635102,577,12.346737,77.780412
635103,577,12.848800,77.870800
635104,577,12.603900,78.287300
635105,577,12.799786,77.971900
635106,577,12.392300,78.181300
635107,577,12.491685,77.771215
635108,577,12.582500,78.244614
635109,577,12.613300,77.966700
635110,577,12.634371,77.789986
635111,577,12.416971,78.106500
635112,577,12.468114,78.099871
635113,577,12.603100,77.867375
635114,577,12.612600,77.748700
635115,577,12.580700,78.122082
635116,577,12.437983,78.182967
635117,577,12.697020,78.011790
635118,577,12.643800,77.677791
635119,577,12.622083,77.929517
635120,577,12.608189,78.282478
635121,577,12.657262,78.142194
635122,577,12.481800,78.122200
635123,577,12.296914,78.293000
635124,577,12.578600,78.185100
635126,577,12.787900,77.801900
635130,577,12.714817,77.928500
635201,571,12.124783,78.216883
635202,571,12.161793,78.181750
635203,577,12.461787,78.143194
635204,577,12.330022,78.314022
635205,571,12.222017,78.182875
635206,577,12.392656,78.355489
635207,577,12.410175,78.220025
635301,571,11.999300,78.267800
635302,571,12.126600,78.311413
635303,571,12.087400,78.282212
635304,577,12.261600,78.375500
635305,571,12.080323,78.204738
635306,577,12.489000,78.032700
635307,577,12.310767,78.492175
635601,732,12.445300,78.614600
635602,732,12.490675,78.620367
635651,732,12.546436,78.598955
635652,732,12.656100,78.852863
635653,732,12.519773,78.693300
635654,732,12.744683,78.917767
635655,732,12.484447,78.797200
635701,732,12.644200,78.779412
635702,732,12.526300,78.676000
635703,593,12.581494,78.912350
635710,732,12.779380,79.005600
635751,732,12.684083,78.620692
635752,732,12.643500,78.650400
635754,732,12.805071,78.985357
635801,732,12.654080,78.695870
635802,732,12.771800,78.923475
635803,595,12.927300,78.921400
635804,732,12.918033,79.086767
635805,595,12.866067,78.779517
635806,595,12.918383,78.852917
635807,732,12.739250,78.683250
635808,732,12.783275,78.938475
635809,595,12.893300,78.929914
635810,595,12.918800,78.803109
635811,732,13.008700,79.027100
635812,732,12.849200,78.800700
635813,595,12.871200,78.967780
635814,732,12.812300,79.010400
635815,732,12.824700,78.912100
635851,732,12.596978,78.635644
635852,732,12.629843,78.559271
635853,732,12.788514,78.955414
635854,732,12.776067,78.919033
635901,732,12.588720,78.586590
636001,584,11.674100,78.222100
636002,584,11.674100,78.222100
636003,584,11.658300,78.183400
636004,584,11.675500,78.139500
636005,584,11.674100,78.222100
636006,584,11.668833,78.211067
636007,584,11.672933,78.210467
636008,584,11.674100,78.222100
636009,584,11.674100,78.222100
636010,584,11.744122,78.196967
636011,584,11.752700,78.289900
636012,584,11.681250,78.200483
636013,584,11.671400,78.012600
636014,584,11.674100,78.222100
636015,584,11.752700,78.289900
636016,584,11.752700,78.289900
636017,584,11.752700,78.289900
636030,584,11.573200,78.195500
636101,584,11.642843,78.385300
636102,584,11.674100,78.222100
636103,584,11.692200,78.260000
636104,584,11.673736,78.436745
636105,584,11.470800,78.631270
636106,584,11.611943,78.354843
636107,584,11.580129,78.472400
636108,584,11.557800,78.546500
636109,584,11.647000,78.311600
636110,584,11.570680,78.342960
636111,584,11.674100,78.222100
636112,584,11.653027,78.587564
636113,584,11.641850,78.245125
636114,584,11.701433,78.315933
636115,584,11.639608,78.410500
636116,584,11.487322,78.746689
636117,584,11.697780,78.464820
636118,584,11.393050,78.297600
636119,584,11.674100,78.222100
636121,584,11.580513,78.697400
636122,584,11.622278,78.214867
636138,584,11.674100,78.222100
636139,584,11.734200,78.328020
636140,584,11.674100,78.222100
636141,584,11.564586,78.612800
636142,580,11.435567,78.164767
636201,584,11.674100,78.222100
636202,580,11.393731,78.113238
636203,584,11.674100,78.222100
636204,584,11.652880,78.217960
636301,580,11.500600,78.135600
636302,584,11.661400,78.083400
636303,584,11.878707,77.765393
636304,584,11.702100,78.057000
636305,584,11.859300,78.021700
636306,584,11.653300,77.907900
636307,584,11.664412,78.176625
636308,584,11.590700,78.083200
636309,584,11.704533,78.052667
636351,584,11.786689,78.212311
636352,571,11.906800,77.994500
636354,584,11.861800,78.128200
636401,584,11.821900,77.860100
636402,584,11.821900,77.860100
636403,584,11.821900,77.860100
636404,584,11.821900,77.860100
636406,584,11.821900,77.860100
636451,584,11.833700,77.969100
636452,584,11.674100,78.222100
636453,584,11.772686,77.963300
636454,584,11.703367,78.111700
636455,584,11.715612,78.134650
636456,584,11.674100,78.222100
636457,584,11.750000,77.880100
636458,584,11.808200,77.904100
636501,584,11.696220,77.873700
636502,584,11.702786,77.957986
636503,584,11.683887,78.191325
636601,584,11.717042,78.224967
636602,584,11.830900,78.209110
636701,571,12.158800,78.163600
636704,571,12.140014,78.184886
636705,571,12.096900,78.195800
636803,571,12.066933,78.025756
636804,571,12.061500,78.159729
636805,571,12.404000,78.058288
636806,571,12.380414,78.009614
636807,571,12.053708,78.091708
636808,571,12.173406,78.147335
636809,571,12.202291,78.058418
636810,571,12.082700,77.919792
636811,571,12.000880,77.945700
636812,571,12.078200,77.942200
636813,571,12.129500,77.973118
636902,571,12.175638,78.415550
636903,571,12.093722,78.272778
636904,571,11.996300,78.392480
636905,571,12.020893,78.226429
636906,571,11.951229,78.502682
637001,580,11.156100,78.190500
637002,580,11.168360,78.199610
637003,580,11.235900,78.129400
637013,580,11.262950,78.185890
637014,580,11.353400,78.173900
637015,580,11.078014,78.135514
637017,580,11.248433,78.132867
637018,580,11.320544,78.128578
637019,580,11.228622,78.122344
637020,580,11.202562,78.174087
637021,580,11.294900,78.327520
637101,580,11.465000,78.075864
637102,580,11.476577,78.072562
637103,584,11.519613,77.977200
637104,580,11.405750,78.157600
637105,584,11.465633,78.006850
637107,580,11.405750,78.157600
637201,580,11.300775,77.953788
637202,580,11.405600,78.018000
637203,580,11.236600,77.976586
637204,580,11.140300,77.970900
637205,580,11.334350,78.088125
637206,580,11.199400,77.998583
637207,580,11.174600,78.074200
637208,580,11.295360,78.176340
637209,580,11.387287,77.797200
637210,580,11.306533,78.089283
637211,580,11.330500,77.953500
637212,580,11.305736,78.198227
637213,580,11.316300,78.136100
637214,580,11.316300,78.136100
637215,580,11.330500,77.953500
637301,584,11.502814,78.117329
637302,580,11.429550,77.969767
637303,584,11.562250,78.096500
637304,580,11.466133,78.000133
637401,580,11.448800,78.141300
637402,580,11.386300,78.254000
637403,580,11.423200,78.142671
637404,580,11.399700,78.136800
637405,580,11.254157,78.187100
637406,580,11.339300,78.138100
637407,580,11.521117,78.130833
637408,580,11.429187,78.103988
637409,580,11.289500,78.232700
637410,580,11.409963,78.073788
637411,580,11.325185,78.193615
637412,580,11.403180,78.208800
637501,584,11.675371,78.151629
637502,584,11.655443,78.153829
637503,580,11.365630,78.109480
637504,584,11.656317,78.186917
637505,580,11.362500,78.122012
638001,573,11.515200,77.414300
638002,573,11.345800,77.623580
638003,573,11.515200,77.414300
638004,573,11.515200,77.414300
638005,573,11.515200,77.414300
638006,580,11.365200,77.762300
638007,580,11.380400,77.662033
638008,580,11.399800,77.759588
638009,573,11.327300,77.711200
638010,573,11.310300,77.721100
638011,573,11.310300,77.721100
638012,573,11.310300,77.721100
638051,634,11.259491,77.669809
638052,573,11.250100,77.584600
638053,573,11.288200,77.684200
638054,573,11.363500,77.460000
638055,573,11.327240,77.481480
638056,634,11.456689,77.437311
638057,573,11.342900,77.537200
638060,573,11.310300,77.721100
638101,573,11.151800,77.737500
638102,573,11.394600,77.658800
638103,634,11.322990,77.282690
638104,573,11.480744,77.459256
638105,634,11.515200,77.414300
638106,634,11.492665,77.433135
638107,573,11.329850,77.633200
638108,634,11.448317,77.452883
638109,573,11.134000,77.786600
638110,634,11.131000,77.814000
638111,634,11.515200,77.414300
638112,573,11.253300,77.656300
638115,573,11.231000,77.718200
638116,573,11.131000,77.814000
638151,573,11.311727,77.630664
638152,573,11.127800,77.869600
638153,573,11.515200,77.414300
638154,573,11.202875,77.856525
638181,580,11.316300,78.136100
638182,580,11.286586,78.116814
638183,580,11.337733,78.065250
638301,573,11.532200,77.611400
638311,573,11.621000,77.743200
638312,573,11.471312,77.637200
638313,573,11.491000,77.515500
638314,573,11.567755,77.618745
638315,573,11.459844,77.412378
638316,573,11.532200,77.611400
638401,573,11.558900,77.267900
638402,573,11.420727,77.407091
638451,573,11.490200,77.126900
638452,573,11.346700,77.383100
638453,573,11.406200,77.401800
638454,573,11.421783,77.269383
638455,573,11.427900,77.560100
638456,573,11.379100,77.429300
638457,573,11.420400,77.348200
638458,634,11.294157,77.285114
638459,634,11.492236,77.424571
638460,634,11.642500,77.026400
638461,573,11.733393,76.944093
638462,634,11.228214,77.188243
638476,573,11.413300,77.355300
638501,573,11.676900,77.576109
638502,573,11.539800,77.529217
638503,573,11.637800,77.292600
638504,573,11.672083,77.679500
638505,573,11.515200,77.414300
638506,573,11.500183,77.372200
638656,634,11.515200,77.414300
638657,634,11.489671,77.421764
638660,634,11.515200,77.414300
638661,634,11.515200,77.414300
638672,634,11.515200,77.414300
638673,634,11.515200,77.414300
638701,634,11.515200,77.414300
638702,634,11.515200,77.414300
638703,634,11.017000,77.741000
638706,634,11.515200,77.414300
638751,634,11.515200,77.414300
638752,634,11.515200,77.414300
638812,634,11.269000,77.651900
639001,576,10.843000,78.133100
639002,576,10.942214,78.001786
639003,576,10.909800,78.046414
639004,576,11.019000,78.134000
639005,576,10.829800,78.067300
639006,576,10.888775,78.115775
639007,576,10.911200,78.109100
639008,576,10.843000,78.133100
639101,591,10.863433,78.611400
639102,576,10.918850,78.189275
639103,591,10.870860,78.565000
639104,576,10.948200,78.376900
639105,576,10.854870,78.191650
639107,576,10.846800,78.378843
639108,576,10.929633,78.224617
639109,576,10.824025,77.964000
639110,576,10.832809,78.447455
639111,576,10.942700,77.919422
639112,591,10.888900,78.570400
639113,576,11.074200,78.085200
639114,576,10.933550,78.147087
639115,591,10.882000,78.559075
639116,576,11.022075,78.121000
639117,576,11.064480,77.973180
639118,576,10.854300,78.156886
639119,576,10.760478,77.993989
639120,576,10.822136,78.367791
639136,576,11.025775,77.991025
639201,634,10.989500,77.771545
639202,634,11.170536,77.649745
639203,576,10.622120,77.951600
639205,576,10.737820,77.956970
639206,576,10.881410,77.849000
639207,576,10.830264,78.114845
641001,569,10.923220,76.968600
641002,569,10.874500,76.975600
641003,569,10.874500,76.975600
641004,569,11.026600,77.000400
641005,569,10.999000,77.032400
641006,569,10.891100,77.033100
641007,569,10.874500,76.975600
